id,season,week,seasonType,startDate,startTimeTBD,completed,neutralSite,conferenceGame,attendance,venueId,venue,homeId,homeTeam,homeClassification,homeConference,homePoints,homeLineScores,homePostgameWinProbability,homePregameElo,homePostgameElo,awayId,awayTeam,awayClassification,awayConference,awayPoints,awayLineScores,awayPostgameWinProbability,awayPregameElo,awayPostgameElo,excitementIndex,highlights,notes
401762868,2025,14,regular,2025-11-25T05:00:00.000Z,True,False,False,True,,3985,Warren McGuirk Alumni Stadium,113,Massachusetts,fbs,Mid-American,,,,,,189,Bowling Green,fbs,Mid-American,,,,,,,,
401762869,2025,14,regular,2025-11-25T05:00:00.000Z,True,False,False,True,,3912,Rynearson Stadium,2199,Eastern Michigan,fbs,Mid-American,,,,,,2711,Western Michigan,fbs,Mid-American,,,,,,,,
401767368,2025,14,regular,2025-11-27T20:00:00.000Z,False,False,False,False,,4582,Hornet Stadium,2011,Alabama State,fcs,SWAC,,,,,,2657,Tuskegee,ii,SIAC,,,,,,,,
401762516,2025,14,regular,2025-11-28T00:30:00.000Z,False,False,False,True,,3805,Simmons Bank Liberty Stadium,235,Memphis,fbs,American Athletic,,,,,,2426,Navy,fbs,American Athletic,,,,,,,,
401762441,2025,14,regular,2025-11-28T05:00:00.000Z,True,False,False,True,,3604,Alamodome,2636,UTSA,fbs,American Athletic,,,,,,349,Army,fbs,American Athletic,,,,,,,,Will be played 11/28 or 11/29
401760421,2025,14,regular,2025-11-28T05:00:00.000Z,True,False,False,True,,5388,Canvas Stadium,36,Colorado State,fbs,Mountain West,,,,,,2005,Air Force,fbs,Mountain West,,,,,,,,
401756961,2025,14,regular,2025-11-28T05:00:00.000Z,True,False,False,True,,3947,Mountain America Stadium,9,Arizona State,fbs,Big 12,,,,,,12,Arizona,fbs,Big 12,,,,,,,,Will be played on 11/28 or 11/29
401762870,2025,14,regular,2025-11-28T05:00:00.000Z,True,False,False,True,,3965,UB Stadium,2084,Buffalo,fbs,Mid-American,,,,,,195,Ohio,fbs,Mid-American,,,,,,,,
401762871,2025,14,regular,2025-11-28T05:00:00.000Z,True,False,False,True,,3764,Huskie Stadium,2459,Northern Illinois,fbs,Mid-American,,,,,,2309,Kent State,fbs,Mid-American,,,,,,,,
401752788,2025,14,regular,2025-11-28T17:00:00.000Z,False,False,False,True,,3693,Davis Wade Stadium,344,Mississippi State,fbs,SEC,,,,,,145,Ole Miss,fbs,SEC,,,,,,,,
401756964,2025,14,regular,2025-11-28T17:00:00.000Z,False,False,False,True,,3833,Memorial Stadium,2305,Kansas,fbs,Big 12,,,,,,254,Utah,fbs,Big 12,,,,,,,,Will be played on 11/28 or 11/29
401752916,2025,14,regular,2025-11-28T17:00:00.000Z,False,False,False,True,,3834,"Memorial Stadium (Lincoln, NE)",158,Nebraska,fbs,Big Ten,,,,,,2294,Iowa,fbs,Big Ten,,,,,,,,
401760426,2025,14,regular,2025-11-28T20:30:00.000Z,False,False,False,True,,3971,University Stadium (NM),167,New Mexico,fbs,Mountain West,,,,,,21,San Diego State,fbs,Mountain West,,,,,,,,
401752786,2025,14,regular,2025-11-28T20:30:00.000Z,False,False,True,False,,5348,Mercedes-Benz Stadium,59,Georgia Tech,fbs,ACC,,,,,,61,Georgia,fbs,SEC,,,,1998.0,,,,
401760422,2025,14,regular,2025-11-28T21:00:00.000Z,False,False,False,True,,3905,Maverik Stadium,328,Utah State,fbs,Mountain West,,,,,,68,Boise State,fbs,Mountain West,,,,,,,,
401752792,2025,14,regular,2025-11-29T00:30:00.000Z,False,False,False,True,,3910,DKR-Texas Memorial Stadium,251,Texas,fbs,SEC,,,,,,245,Texas A&M,fbs,SEC,,,,,,,,
401752924,2025,14,regular,2025-11-29T00:30:00.000Z,False,False,False,True,,3907,Ross-Ade Stadium,2509,Purdue,fbs,Big Ten,,,,,,84,Indiana,fbs,Big Ten,,,,,,,,
401754612,2025,14,regular,2025-11-29T05:00:00.000Z,True,False,False,True,,3670,Carter-Finley Stadium,152,NC State,fbs,ACC,,,,,,153,North Carolina,fbs,ACC,,,,,,,,
401754613,2025,14,regular,2025-11-29T05:00:00.000Z,True,False,False,True,,3923,Scott Stadium,258,Virginia,fbs,ACC,,,,,,259,Virginia Tech,fbs,ACC,,,,,,,,
